id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
901459145108835199,Downtown Charming & Cozy Casita - 3 BDRM,406871,Erin,,Bozeman,45.67832,-111.04884,Entire home/apt,258,2,18,2024-08-26,1.17,3,303,13,STR23-00164
901660910687906881,Downtown 5-BDRM Charming Historic Home,406871,Erin,,Bozeman,45.67747,-111.04729,Entire home/apt,660,2,16,2024-09-01,1.26,3,296,15,STR23-00164
902288148307344832,Cozy Midtown Home,59049179,Elizabeth,,Bozeman,45.68672,-111.0566,Entire home/apt,,30,19,2024-07-13,1.31,1,0,10,
902924566293075399,Perfect 2 bedroom condo w/garage,231155123,Chad,,Bozeman,45.6901827,-111.1061077,Entire home/apt,137,30,6,2023-10-16,0.45,1,166,3,
902986920561938489,Charming 1890 Bungalow Downtown,23312806,Kim,,Bozeman,45.68197,-111.02798,Entire home/apt,207,3,54,2024-09-01,3.54,1,105,38,STR23-00215
903548737649149837,Bozeman Experience-Walk downtown,94524858,Andy,,Bozeman,45.68017,-111.0419,Entire home/apt,295,3,28,2024-08-31,2.20,1,224,26,STR20-00382
907255410839451666,Stunning Modern Home in the Heart of Bozeman,68940904,The Arrival,,Bozeman,45.67875,-111.02295,Entire home/apt,216,2,18,2024-08-18,1.52,4,84,18,STR23-00075
911796238839021625,Private room in Bozeman,296586159,Mikaela,,Bozeman,45.66567,-111.04033,Private room,,1,31,2024-08-22,2.10,1,59,19,STR23-00234
911899807480757151,Modern getaway,2655634,Charles,,Bozeman,45.68550755865755,-111.0820334404707,Private room,98,1,35,2024-08-30,3.10,1,156,35,STR00-00000
917480337323963603,Winter House - Great home located within walking d,158595657,Mountain Home,,Bozeman,45.683155,-111.03163,Entire home/apt,800,1,17,2024-08-03,1.24,39,317,14,STR23-00065
917521445743830614,2 Adjoining Condos Rent Together,441896318,Payton,,Bozeman,45.67339,-111.11368,Entire home/apt,440,2,8,2024-08-25,0.95,11,288,8,STR23-00130
918106223385876586,Spacious & New Midtown Apartment,5649163,Shannon,,Bozeman,45.69237529999999,-111.0481542,Entire home/apt,134,1,48,2024-07-24,3.31,1,93,37,STR23-00230
919817449271186440,Charming downtown cottage,143544410,Toni,,Bozeman,45.684136,-111.0383747,Entire home/apt,263,2,49,2024-09-02,3.38,2,320,37,STR23-00112
920346275120177072,Stay at a 1950s Classic Motel in Bozeman,521636962,Jacob,,Bozeman,45.682443451580724,-111.04536608095093,Private room,,1,8,2024-04-14,0.84,5,287,8,Exempt
922555122262988509,Experience a classic motel in the heart of Bozeman,521636962,Jacob,,Bozeman,45.682638335167034,-111.04515150422974,Private room,,1,2,2024-04-22,0.14,5,346,1,Exempt
922562743410347446,Stay at a Classic Motor Inn in Bozeman Montana,521636962,Jacob,,Bozeman,45.682638335167034,-111.0451085888855,Private room,,1,37,2024-08-15,2.82,5,340,35,Exempt
922583355688509946,Retro Motel in Bozeman Montana,521636962,Jacob,,Bozeman,45.68254838898078,-111.04528025026245,Private room,,1,37,2024-08-27,3.47,5,351,37,Exempt
923076538132998326,Downtown Dream house,21447984,Sharon,,Bozeman,45.6698914,-111.0442737,Entire home/apt,,4,9,2024-07-28,0.70,3,0,7,Exempt
923290840210101734,Quaint Downtown Studio (4 blocks off Main),143544410,Toni,,Bozeman,45.683846773689886,-111.03925393239558,Entire home/apt,150,1,30,2024-08-21,2.24,2,248,27,STR23-00113
924888237601129082,Downtown Executive Suite,168421505,Courtney,,Bozeman,45.67974766069588,-111.03191270006194,Entire home/apt,280,30,2,2023-10-10,0.16,2,279,1,
940676499307664079,Downtown Garden Getaway-Cozy home near downtown Bo,158595657,Mountain Home,,Bozeman,45.67782,-111.04637,Entire home/apt,400,1,23,2024-08-12,1.90,39,306,23,STR23-00070
942245518568400791,Central location w/Western Flair,94704094,Sheridan,,Bozeman,45.690600193098504,-111.11786825365482,Entire home/apt,314,1,59,2024-09-02,4.84,1,135,59,STR23-00104
943877538830637448,The Cave,233990641,Guy,,Bozeman,45.6989,-111.08679,Private room,64,30,2,2024-08-10,0.16,1,178,1,
945699328478141735,Classic Retro Motel in Bozeman,521636962,Jacob,,Bozeman,45.682593362091986,-111.0451085888855,Private room,,1,1,2024-01-06,0.12,5,329,1,Exempt
947123379140618010,Waters 1Bd Apt in Valley West | King Bd + Laundry,22366054,Tessa,,Bozeman,45.68314592517294,-111.10298592143096,Entire home/apt,207,2,18,2024-07-26,1.46,10,280,17,STR23-00103
952912930838942462,Bobcat Chic: Downtown Bozeman,87300632,Liz,,Bozeman,45.67731792548174,-111.04720539578072,Entire home/apt,230,1,25,2024-08-05,2.23,19,89,25,str23-00122
953620879588562570,Bozeman Fishing Lodge,36540690,Laura,,Bozeman,45.6759284,-111.039157,Entire home/apt,600,3,2,2024-03-06,0.31,1,30,2,STR20-00285
954261720717469282,Bozeman Creek House,8224408,Paul,,Bozeman,45.674947,-111.032174,Entire home/apt,454,4,7,2024-07-01,0.56,22,309,6,str23-00077
960943303825338796,Aspen Hideout:Midtown Bozeman,87300632,Liz,,Bozeman,45.68708434218768,-111.04532088371191,Entire home/apt,265,2,25,2024-08-24,2.02,19,349,23,STR23-00140
960958977315633386,Flats at G Park: 323 #204,87300632,Liz,,Bozeman,45.70661934058514,-111.04331095239257,Entire home/apt,116,30,3,2024-07-14,0.42,19,93,3,
964555695094259497,Your Downtown Urban Sanctuary: Walk to everything!,169754903,VR Bozeman,,Bozeman,45.6807994,-111.030088,Entire home/apt,237,1,30,2024-07-22,2.48,5,300,30,STR23-00086
964650864080023522,Cornell | Cool/Clean 1Bdrm Guest Suite | Near MSU,22366054,Tessa,,Bozeman,45.6422560937162,-111.04474772123261,Entire home/apt,163,1,30,2024-08-08,2.45,10,364,29,STR23-00216
964796074902172037,House Blend,247540892,Shaun,,Bozeman,45.6798759,-111.1028639,Entire home/apt,162,3,5,2024-07-29,0.47,3,92,5,STR23-00050
966950438050606228,"Mountain Room, Queen bed, Workspace, Epic Location",13861863,Kendall,,Bozeman,45.67444,-111.03064,Private room,90,1,37,2024-09-01,2.96,5,71,33,STR23-00146
966959453768551063,"Garden Room, Double bed, Epic Location",13861863,Kendall,,Bozeman,45.67444,-111.03064,Private room,80,1,43,2024-08-31,3.51,5,341,42,STR23-00146
969667975858241582,Charming and Cozy 3BR in the Heart of Bozeman,534719008,Wendy,,Bozeman,45.687933,-111.0566437,Entire home/apt,245,3,35,2024-08-14,3.07,1,6,35,STR23-00109
978338162034126610,Luxury Mountain Views Downtown Bozeman,68940904,The Arrival,,Bozeman,45.70627194688217,-111.0392741998402,Entire home/apt,452,2,31,2024-08-15,2.65,4,96,31,STR23-00099
982690315132166861,New 2br/2bath Condo Across from MSU,49379094,Grant & Mercede,,Bozeman,45.66347795671966,-111.06186710575152,Entire home/apt,139,27,2,2024-07-31,0.39,1,74,2,
989722528862043076,Downtown Bozeman Studio Spot,539198206,Mikaela,,Bozeman,45.6805411,-111.042481,Private room,101,30,20,2024-07-18,1.79,1,269,20,
991243086542515281,Elegant 3Brdm Stay | Mountain Views & Beach Access,22366054,Tessa,,Bozeman,45.70565665045654,-111.03787002859114,Entire home/apt,523,2,11,2024-08-26,1.01,10,255,11,STR23-00162
994123497980189517,Main Street Mountain View,540165578,Amanda,,Bozeman,45.6799185746082,-111.02425125773489,Entire home/apt,371,3,10,2024-08-19,0.98,1,97,10,STR23-00058
994328687289367772,Wentworth Condo,403857117,Ava,,Bozeman,45.68638269488624,-111.04418001678486,Entire home/apt,252,2,39,2024-09-01,3.57,1,154,39,STR24-00004
1003670265286987594,"NEW! Dog Friendly Home, minutes to MSU & Downtown",78849013,Stay Montana,,Bozeman,45.68504987526955,-111.07908780452627,Entire home/apt,129,30,1,2024-07-01,0.44,12,250,1,
1003670285635434122,"NEW! Dog Friendly Home, minutes to MSU & Downtown",78849013,Stay Montana,,Bozeman,45.68425569479091,-111.08027388787828,Entire home/apt,320,1,5,2024-08-19,1.28,12,319,5,STR21-00011
1007212920533236270,Guest cottage behind the studio,5216140,Rob,,Bozeman,45.67282552155166,-111.0313704191859,Entire home/apt,160,2,24,2024-08-29,2.44,1,7,24,STR23-00156
1008716432393782757,Rizen Cottage,543137520,Jeni,,Bozeman,45.67865515573207,-111.07981973217538,Entire home/apt,164,3,5,2024-08-16,0.70,1,58,5,STR23-00133
1008763018263626408,Venue View: Midtown Bozeman,87300632,Liz,,Bozeman,45.68756027470933,-111.04452856555974,Entire home/apt,229,2,16,2024-09-02,2.10,19,98,16,STR23-00002
1008778350694378706,The Cat's Meow:Midtown Bozeman,87300632,Liz,,Bozeman,45.68841076455566,-111.0439764920117,Entire home/apt,236,1,20,2024-08-27,2.07,19,98,20,STR21-00039
1008789724045972475,The Lofty View:Midtown Bozeman,87300632,Liz,,Bozeman,45.68652410773586,-111.04579814581744,Entire home/apt,280,1,11,2024-06-15,1.11,19,89,11,STR21-00040
1010311131880400929,Bridger Hawk - Mid-Century Classic (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6834989,-111.0571699,Entire home/apt,340,2,14,2024-09-04,1.35,7,334,14,STR23-00019
1010882222564342761,Flats at G Park: 323 #102/202,87300632,Liz,,Bozeman,45.706995549249,-111.04222853214668,Entire home/apt,117,30,0,,,19,151,0,
1013954581504450455,Style Points Shelter: Downtown,87300632,Liz,,Bozeman,45.67706369108802,-111.04800903490245,Entire home/apt,219,2,20,2024-08-24,1.95,19,108,20,STR23-00151
1014398125690134874,Modern Cottage Close to Downtown!,544251726,Brian,,Bozeman,45.669867929180036,-111.00608532750854,Entire home/apt,196,30,5,2024-08-12,0.56,1,183,5,STR24-00012
1015247856331542742,The Big Cookie:Midtown Bozeman,87300632,Liz,,Bozeman,45.68863373395769,-111.04526599906177,Entire home/apt,265,1,20,2024-08-26,1.95,19,100,20,STR21-00041
1015469993854591582,Luxe*Lake and Mountain views*EV charger*Arcade,410307599,Crystal,,Bozeman,45.7066035,-111.0387232,Entire home/apt,445,2,21,2024-08-20,2.52,1,219,21,STR23-00150
1015928247937089566,"Spacious Family Home | Privacy, Backyard w/ Patio",22366054,Tessa,,Bozeman,45.675520613663565,-111.08934320996565,Entire home/apt,199,30,3,2024-04-22,0.44,10,175,3,
1016604349064457559,Bridger Hawk Suite (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6834989,-111.0571699,Entire home/apt,196,1,5,2024-09-02,0.66,7,337,5,STR23-00019
1016619106223207155,Bridger Hawk Duplex (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6834989,-111.0571699,Entire home/apt,446,1,11,2024-07-29,1.24,7,330,11,STR23-00019
1016845590319106822,Cool 50s Pad Near Downtown & MSU,307959908,Brett,,Bozeman,45.6713434,-111.0543369,Entire home/apt,,29,2,2024-07-30,0.87,1,0,2,
1018080723786942494,"Beautiful townhouse - views, near MSU & downtown!",545036435,Susan,,Bozeman,45.646688548301995,-111.05822654802876,Entire home/apt,148,30,4,2024-07-31,0.57,2,269,4,
1018734983212489525,Downtown Bozeman Fun!,8119685,Jane,,Bozeman,45.68005378235736,-111.02425755568194,Entire home/apt,172,1,23,2024-08-21,5.70,1,254,23,STR23-00243
1019852506960723719,Cozy Downtown Condo,545489115,BozemanBnB,,Bozeman,45.68108796563452,-111.03955545859887,Entire home/apt,209,1,36,2024-08-31,4.01,3,300,36,STR23-00211
1020228048905807585,Two Creeks - Cozy 2 bedroom furnished condo near M,158595657,Mountain Home,,Bozeman,45.66075,-111.03614,Entire home/apt,84,1,0,,,39,352,0,STR23-12345
1020230881396959049,Brown Trout Retreat - 30 day rental walking distan,158595657,Mountain Home,,Bozeman,45.682713,-111.04026,Entire home/apt,133,1,0,,,39,167,0,STR23-12345
1020231494198029286,Mustang Sally-One bedroom condo in Downtown Bozema,158595657,Mountain Home,,Bozeman,45.680523,-111.03767,Entire home/apt,84,1,0,,,39,308,0,STR23-12345
1021721483687220240,Bozeman Bungalow - Convenient and Well Appointed M,158595657,Mountain Home,,Bozeman,45.70625,-111.02189,Entire home/apt,134,1,0,,,39,350,0,STR23-12345
1021721487869505891,The Great Escape - Luxury Townhome in Downtown Boz,158595657,Mountain Home,,Bozeman,45.683823,-111.03882,Entire home/apt,167,1,0,,,39,271,0,STR23-12345
1021721950430317225,High West - Brand New Condo in Downtown Bozeman Wi,158595657,Mountain Home,,Bozeman,45.681038,-111.03396,Entire home/apt,117,1,0,,,39,230,0,STR23-12345
1021722003635632471,Valhalla - Beautiful townhome at the edge of Bozem,158595657,Mountain Home,,Bozeman,45.7068,-111.024,Entire home/apt,150,1,0,,,39,275,0,STR23-12345
1021723335665913564,Rustic Overlook- 30 day rental in the new Merin bu,158595657,Mountain Home,,Bozeman,45.681034,-111.03629,Entire home/apt,157,1,0,,,39,226,0,STR23-12345
1021723339690110777,"Brentwood House - Furnished, 30+ day home rental i",158595657,Mountain Home,,Bozeman,45.689926,-111.06762,Entire home/apt,184,1,0,,,39,310,0,STR23-12345
1021724095752448838,"Boylan Place - Cozy, 30+ day rental Northeast of D",158595657,Mountain Home,,Bozeman,45.704845,-111.02802,Entire home/apt,85,1,0,,,39,0,0,STR23-12345
1023980376452932033,Fisherman’s Folly,21447984,Sharon,,Bozeman,45.67062892307596,-111.03469250838586,Entire home/apt,295,4,1,2024-01-03,0.12,3,29,1,Exempt
1026782007525175295,Urban Oasis for One,2209026,Kristen,,Bozeman,45.68470168908929,-111.02450417470409,Entire home/apt,98,30,0,,,3,308,0,
1027654963467851442,Downtown Chic Urban Abode,12702811,Carla,,Bozeman,45.67942704249036,-111.03974338620901,Entire home/apt,234,3,15,2024-08-26,1.62,3,343,15,STR23-00147
1031220502585940136,Blackhaüs,512697355,Kate,,Bozeman,45.67014895012774,-111.03445765983126,Entire home/apt,306,3,16,2024-08-26,1.88,1,44,16,STR23-00082
1032050849550580437,"Modern townhouse - views, near MSU & downtown!",545036435,Susan,,Bozeman,45.64706,-111.05742,Entire home/apt,145,30,2,2024-08-24,0.61,2,185,2,
1036435232089728824,Modern Bozeman Escape w/ Bridger Mountain Views!,122381278,Evolve,,Bozeman,45.70630121063897,-111.03980757974921,Entire home/apt,487,3,4,2024-07-21,1.33,12,279,4,STR23-00142
1040565103561819864,Downtown Luxury Loft,545489115,BozemanBnB,,Bozeman,45.68210466792645,-111.04002137930303,Entire home/apt,294,1,47,2024-08-05,5.36,3,297,47,STR23-00212
1040586311737102150,Concrete Cowboy | Downtown Luxury Livin',545489115,BozemanBnB,,Bozeman,45.68196550762328,-111.03838301396641,Entire home/apt,286,1,43,2024-09-02,4.89,3,282,43,STR23-00213
1057546014981433670,Contemporary Downtown Hideaway,483974145,Sherine,,Bozeman,45.6811133,-111.044916,Entire home/apt,164,2,21,2024-08-30,2.65,1,215,21,STR23-00185
1065297539864274153,Bozeman SOBO Loft 307 - Wonderful one bedroom apar,158595657,Mountain Home,,Bozeman,45.678135,-111.04695,Entire home/apt,109,1,7,2024-08-12,0.91,39,305,7,STR23-00177
1069631846965108025,Cozy Apartment in Valley West,153016292,Colette,,Bozeman,45.68426095295039,-111.10176590389979,Entire home/apt,134,2,26,2024-08-22,3.86,1,140,26,STR23-00159
1071667276764825262,Bozeman Bungalow: Pet Friendly w/ Fenced Yard,57780176,Renee,,Bozeman,45.68664541808555,-111.10726584197471,Entire home/apt,143,28,2,2024-08-20,0.78,1,241,2,
1074108367285947842,Perfectly Perfect Getaway,4243521,Aimee,,Bozeman,45.69116754277024,-111.11545795054147,Entire home/apt,199,27,0,,,1,169,0,
1081633694035995231,"Bright, Cozy Cottage w/ Parking | Walk to Downtown",22366054,Tessa,,Bozeman,45.67583,-111.04973,Entire home/apt,155,1,10,2024-08-28,2.34,10,116,10,STR24-00009
1086946705879264741,Southbridge Cottage: Cozy and Modern Home (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6442334,-111.0656939,Entire home/apt,253,2,7,2024-09-02,1.45,7,242,7,STR22-00112
1105776216470545988,Cute Condo Near Downtown & Parks,388858579,Neil,,Bozeman,45.66520902614156,-111.03859677875673,Entire home/apt,105,27,0,,,4,253,0,
1107287181088133575,3-Bedroom Hideaway: Your Bozeman Adventure Awaits!,13861863,Kendall,,Bozeman,45.67439572033567,-111.03050575396729,Entire home/apt,236,1,3,2024-08-13,0.94,5,339,3,STR23-00146
1107434374864539659,Home away from home: Work & Workout,13861863,Kendall,,Bozeman,45.6744407,-111.0306345,Entire home/apt,144,1,0,,,5,23,0,STR23-00146
1108037590849320235,Bozeman Refuge - Belle Vie in MT,39660084,Catherine,,Bozeman,45.6882432,-111.0679403,Entire home/apt,159,2,4,2024-08-18,1.03,1,41,4,STR24-00002
1109688100302195774,"Comfy 2 bd/1ba, near Hylite, lg deck - bring Fido!",506863680,Shannon,,Bozeman,45.64930636829783,-111.04191782335214,Entire home/apt,113,30,2,2024-08-24,0.61,1,177,2,
1113152204237576730,Downtown Living! Mountain Views!,138031362,Christina,,Bozeman,45.68026,-111.03451,Entire home/apt,110,30,0,,,1,247,0,
1115252657794209090,Modern Bozeman Condo w/ Balcony & Mountain Views!,122381278,Evolve,,Bozeman,45.69737437062078,-111.06912934997898,Entire home/apt,82,30,0,,,12,330,0,
1117396038806434428,Sojourner's Oasis,568242556,Michael,,Bozeman,45.684752165886046,-111.05017379274989,Entire home/apt,180,28,0,,,1,293,0,
1118952485662580622,Bozeman condo,147935220,Tim,,Bozeman,45.68089019029448,-111.09328178052323,Entire home/apt,150,30,1,2024-05-31,0.30,1,238,1,
1120363313108840922,Fantastic Location | Free Breakfast,430914923,Residence Inn Bozeman,,Bozeman,45.68033886584288,-111.02370157914491,Entire home/apt,392,1,1,2024-05-13,0.26,6,180,1,STR23-21433
1120365518968910819,Realm  | Yellowstone . Free Breakfast,430914923,Residence Inn Bozeman,,Bozeman,45.68069,-111.02488,Entire home/apt,394,1,4,2024-07-07,0.82,6,176,4,STR23-96372
1125930954210971888,Awesome Location | Free Breakfast,430914923,Residence Inn Bozeman,,Bozeman,45.679076506895655,-111.02490329532861,Entire home/apt,499,1,0,,,6,110,0,Exempt
1125931749767570263,Scenic Splendor | Free Breakfast,430914923,Residence Inn Bozeman,,Bozeman,45.68103214761202,-111.024063256564,Entire home/apt,499,1,0,,,6,110,0,Exempt
1125932519081857793,Cozy Comforts | Free Breakfast,430914923,Residence Inn Bozeman,,Bozeman,45.67926567205813,-111.02470782988813,Entire home/apt,499,1,0,,,6,110,0,Exempt
1125933317643646268,Cozy Comforts | Free Breakfast,430914923,Residence Inn Bozeman,,Bozeman,45.68040131786117,-111.02477008752868,Entire home/apt,499,1,0,,,6,110,0,Exempt
1127519426260482497,Great Hideaway ADU,168421505,Courtney,,Bozeman,45.68094,-111.1005,Entire home/apt,119,2,29,2024-08-19,6.08,2,282,29,STR23-00088
1129158239481570506,Cooper Park Casita,87300632,Liz,,Bozeman,45.67604078172873,-111.04788268642423,Entire home/apt,275,3,4,2024-08-12,2.22,19,68,4,STR23-00229
1129794601961711081,Flats at G Park: 323 #203,87300632,Liz,,Bozeman,45.70741250138698,-111.04357844348719,Entire home/apt,117,30,0,,,19,199,0,
1131269221775810545,Renova Guesthouse,242945917,Tim,,Bozeman,45.68981585297726,-111.09522831888815,Entire home/apt,195,1,2,2024-08-31,2,1,215,2,STR24-00016
1142121494006400218,Bozeman Mountain Luxury: Retreat Near Nature,68940904,The Arrival,,Bozeman,45.7064543,-111.0398617,Entire home/apt,304,30,0,,,4,102,0,
1143443232464516671,Downtown Bozeman Updated Charmer,5837495,Julie,,Bozeman,45.6716196,-111.0359121,Entire home/apt,340,30,0,,,2,179,0,
1143488312801959228,Cozy 1 BR Downtown & MSU campus,5837495,Julie,,Bozeman,45.6716938,-111.0358414,Entire home/apt,200,30,0,,,2,364,0,
1147899926663582369,Andon Rise-2nd floor apt,58894863,Amy,,Bozeman,45.67882812356637,-111.02478671293136,Entire home/apt,168,1,27,2024-08-30,11.74,2,135,27,STR22-00031
1153118919610812497,Home away from home,50844446,Jaymie,,Bozeman,45.7081537,-111.0729606,Entire home/apt,225,28,1,2024-08-22,1,2,178,1,
1156828451719539791,Historic Home in Downtown,76793353,Chris,,Bozeman,45.67781029745693,-111.04607034274312,Entire home/apt,240,30,0,,,1,315,0,STR23-20495
1162229923702796343,Alpine Cottage,8224408,Paul,,Bozeman,45.6815005,-111.0423059,Entire home/apt,226,3,4,2024-07-23,1.24,22,294,4,STR24-00020
1164478659985090010,3 bedroom Bozeman townhouse,10017696,Heather,,Bozeman,45.6497329,-111.073387,Entire home/apt,265,60,0,,,1,269,0,
1168111593250157133,Modern Mountain Home,9002341,Andrew,,Bozeman,45.68565913333955,-111.09043692022053,Entire home/apt,80,28,0,,,2,121,0,
1170983974998830104,The Cairns - Tri-level condo a few blocks from the,158595657,Mountain Home,,Bozeman,45.682137,-111.04048,Entire home/apt,213,1,5,2024-08-10,2.38,39,328,5,STR23-00240
1171810806695149449,Modern Condo-,318162090,Jennifer,,Bozeman,45.6962488,-111.0695738,Entire home/apt,96,30,0,,,2,51,0,
1171823798634507928,Modern Condo,318162090,Jennifer,,Bozeman,45.69697849059466,-111.07031212691142,Entire home/apt,120,30,0,,,2,60,0,
1184081113116272201,Bright & Cozy 1Bdrm Loft | Walk to MSU & Downtown,22366054,Tessa,,Bozeman,45.67077095014974,-111.04423529359727,Entire home/apt,188,2,4,2024-08-24,2.50,10,259,4,STR22-00073
1198714265759473016,Hibernation Station : Bear Room,69417001,Louisa,,Bozeman,45.67722601032045,-111.0613215082625,Private room,68,28,0,,,6,77,0,
1198730222901800878,Hibernation Station : good for groups!,69417001,Louisa,,Bozeman,45.6776,-111.06003,Entire home/apt,200,28,0,,,6,78,0,
1199325524915270959,Hibernation Station : Moose Room,69417001,Louisa,,Bozeman,45.67762239468398,-111.0607335741132,Private room,55,28,0,,,6,77,0,
1203578284120474113,Bozeman Bungalow,32628726,Kelly,,Bozeman,45.677421393675935,-111.04562114264083,Entire home/apt,240,30,0,,,1,320,0,
1205972600816129478,Modern Mountain Home,9002341,Andrew,,Bozeman,45.68531082727675,-111.091123505324,Private room,50,28,0,,,2,170,0,
1205993157218715636,"Bozeman Homebase - 3 Bed, 2 Bath",9892898,Brian,,Bozeman,45.6893017,-111.0743616,Entire home/apt,96,28,0,,,2,5,0,
1207303293849896945,Loyal Gardens Cozy Guesthouse,19928474,Brad,,Bozeman,45.67032,-111.10714,Entire home/apt,137,1,6,2024-09-04,6,1,321,6,STR23-00164
1220464411882845244,Flats at G Park: 331 #101/201,87300632,Liz,,Bozeman,45.70684952291281,-111.0435958296178,Entire home/apt,140,30,0,,,19,355,0,
1220477582200401721,Flats at G Park: 331 #102/202,87300632,Liz,,Bozeman,45.705155411239886,-111.04356731668264,Entire home/apt,140,30,0,,,19,199,0,
1220489430203139196,Flats at G Park: 331 #103/203,87300632,Liz,,Bozeman,45.70623667819269,-111.04224131085195,Entire home/apt,140,30,0,,,19,303,0,
1223495941746153479,Urban Scandinavian Elegance,54268767,Melissa,,Bozeman,45.68185741429356,-111.04010944746875,Entire home/apt,375,28,0,,,2,343,0,
1227728151661313353,Apt Getaway In Downtown Bozeman!,510216735,Sharon,,Bozeman,45.676252667415724,-111.0375531469279,Entire home/apt,190,2,0,,,2,223,0,STR23-20495
1229027751221811749,Charming home with hot tub,29662519,Juliet,,Bozeman,45.6738385,-111.0556448,Entire home/apt,105,90,0,,,1,247,0,
1233316158161928582,Walking distance to MSU and Downtown,172574535,Ryanne,,Bozeman,45.67655007796889,-111.05481262698363,Entire home/apt,108,30,0,,,1,104,0,
1233589366108098770,Cozy Condo in Great Location,196421900,Irene,,Bozeman,45.71208,-111.08248,Entire home/apt,208,30,0,,,1,364,0,
1234187844062068728,Mtn Air Bedroom - bzn cottage,69417001,Louisa,,Bozeman,45.67569,-111.06101,Private room,64,30,0,,,6,179,0,
1236510435664343749,Bozeman Paradise,437376120,Taylor,,Bozeman,45.70203533601032,-111.08904706334991,Entire home/apt,159,1,0,,,1,351,0,STR24-00014
1237014866830410703,Northside Nook - Bozeman,87300632,Liz,,Bozeman,45.7106283909959,-111.07190045626436,Entire home/apt,130,30,0,,,19,348,0,
